0,161
1,221
2,128
3,145
4,136
5,141
6,152
7,147
8,137
9,126
10,122
11,149
12,180
13,176
14,166
15,160
16,150
17,169
18,136
19,161
20,161
21,155
22,119
23,147
24,156
25,157
26,155
27,157
28,174
29,126
30,152
31,171
32,127
33,140
34,164
35,168
36,150
37,154
38,153
39,139
40,136
41,117
42,164
43,162
44,153
45,153
46,141
47,140
48,237
49,147
50,164
51,125
52,159
53,135
54,140
55,140
56,140
57,170
58,146
59,137
60,163
61,142
62,141
63,139
64,155
65,138
66,140
67,160
68,161
69,149
70,149
71,146
72,133
73,171
74,146
75,135
76,156
77,128
78,143
79,135
80,138
81,171
82,159
83,153
84,157
85,182
86,141
87,156
88,156
89,157
90,144
91,177
92,133
93,135
94,120
95,132
96,131
97,150
98,147
99,136
100,148
101,166
102,140
103,139
104,233
105,150
106,159
107,123
108,138
109,134
110,139
111,161
112,166
113,143
114,152
115,160
116,173
117,139
118,150
119,158
120,143
121,148
122,133
123,153
124,163
125,139
126,139
127,151
128,137
129,156
130,131
131,150
132,163
133,171
134,144
135,123
136,165
137,151
138,179
139,140
140,162
141,175
142,160
143,159
144,159
145,138
146,154
147,144
148,176
149,222
150,155
151,146
152,150
153,158
154,147
155,133
156,154
157,159
158,159
159,137
160,149
161,144
162,149
163,154
164,149
165,130
166,166
167,138
168,151
169,150
170,156
171,176
172,138
173,138
174,166
175,156
176,133
177,161
178,154
179,156
180,147
181,152
182,157
183,159
184,173
185,156
186,149
187,157
188,127
189,144
190,160
191,142
192,174
193,166
194,162
195,147
196,143
197,142
198,175
199,137
200,148
201,144
202,154
203,167
204,163
205,154
206,145
207,221
208,146
209,162
210,147
211,148
212,151
213,164
214,143
215,151
216,149
217,142
218,152
219,136
220,153
221,143
222,166
223,154
224,144
225,152
226,174
227,152
228,160
229,148
230,137
231,146
232,153
233,161
234,131
235,109
236,141
237,176
238,160
239,146
240,176
241,132
242,136
243,170
244,153
245,173
246,134
247,147
248,149
249,152
250,229
251,123
252,156
253,142
254,160
255,150
256,153
257,140
258,159
259,135
260,184
261,155
262,169
263,136
264,127
265,151
266,145
267,156
268,145
269,149
270,157
271,152
272,157
273,147
274,156
275,144
276,128
277,136
278,148
279,161
280,128
281,139
282,152
283,152
284,129
285,133
286,144
287,132
288,152
289,156
290,161
291,165
292,157
293,138
294,148
295,156
296,156
297,163
298,160
299,134
300,163
301,148
302,161
303,170
304,167
305,157
306,141
307,173
308,140
309,129
310,235
311,156
312,146
313,165
314,167
315,148
316,174
317,172
318,144
319,170
320,140
321,169
322,162
323,153
324,176
325,147
326,167
327,168
328,151
329,158
330,154
331,148
332,148
333,152
334,151
335,153
336,158
337,128
338,159
339,161
340,159
341,159
342,150
343,137
344,146
345,157
346,143
347,133
348,156
349,150
350,129
351,217
352,168
353,166
354,158
355,140
356,135
357,146
358,131
359,151
360,145
361,165
362,136
363,133
364,155
365,137
366,147
367,136
368,150
369,161
370,131
371,142
372,153
373,144
374,163
375,131
376,144
377,156
378,125
379,138
380,174
381,148
382,154
383,148
384,149
385,163
386,155
387,160
388,141
389,142
390,152
391,153
392,151
393,152
394,154
395,169
396,178
397,141
398,188
399,150
400,167
401,150
402,123
403,133
404,146
405,141
406,164
407,143
408,149
409,163
410,141
411,150
412,160
413,244
414,138
415,144
416,143
417,140
418,148
419,163
420,144
421,132
422,150
423,143
424,153
425,137
426,153
427,165
428,165
429,168
430,125
431,167
432,175
433,155
434,167
435,152
436,142
437,149
438,157
439,165
440,148
441,142
442,149
443,163
444,140
445,132
446,151
447,138
448,157
449,144
450,139
451,153
452,234
453,167
454,162
455,165
456,146
457,145
458,129
459,136
460,126
461,150
462,151
463,160
464,166
465,135
466,147
467,142
468,136
469,146
470,118
471,171
472,159
473,172
474,133
475,157
476,143
477,162
478,147
479,137
480,128
481,149
482,137
483,162
484,143
485,146
486,142
487,143
488,151
489,146
490,186
491,155
492,139
493,165
494,153
495,149
496,153
497,160
498,161
499,132
500,170
501,156
502,153
503,143
504,157
505,144
506,120
507,164
508,169
509,166
510,157
511,147
512,163
513,138
514,151
515,168
516,246
517,155
518,157
519,130
520,145
521,147
522,154
523,149
524,145
525,160
526,144
527,141
528,153
529,152
530,163
531,157
532,173
533,168
534,160
535,125
536,140
537,159
538,155
539,176
540,133
541,129
542,151
543,132
544,149
545,139
546,152
547,151
548,155
549,133
550,152
551,144
552,166
553,227
554,156
555,154
556,158
557,151
558,139
559,137
560,155
561,158
562,167
563,166
564,146
565,153
566,161
567,148
568,153
569,145
570,152
571,147
572,142
573,155
574,158
575,164
576,158
577,150
578,157
579,154
580,198
581,144
582,155
583,135
584,160
585,132
586,176
587,146
588,158
589,145
590,132
591,151
592,172
593,156
594,157
595,149
596,186
597,133
598,154
599,131
600,198
601,161
602,129
603,140
604,155
605,141
606,157
607,150
608,165
609,145
610,129
611,148
612,145
613,149
614,155
615,144
616,147
617,157
618,159
619,222
620,152
621,162
622,141
623,142
624,150
625,157
626,172
627,127
628,123
629,131
630,145
631,144
632,119
633,142
634,149
635,186
636,156
637,154
638,127
639,140
640,134
641,153
642,177
643,147
644,165
645,142
646,159
647,158
648,137
649,137
650,140
651,148
652,164
653,174
654,238
655,133
656,157
657,159
658,151
659,143
660,179
661,152
662,147
663,150
664,142
665,168
666,137
667,143
668,155
669,156
670,136
671,126
672,153
673,153
674,157
675,159
676,143
677,161
678,134
679,180
680,161
681,152
682,164
683,150
684,129
685,151
686,139
687,144
688,148
689,146
690,170
691,140
692,145
693,159
694,140
695,126
696,141
697,138
698,153
699,170
700,152
701,154
702,161
703,128
704,156
705,174
706,132
707,152
708,158
709,145
710,143
711,159
712,176
713,147
714,149
715,162
716,181
717,153
718,164
719,135
720,123
721,162
722,235
723,158
724,155
725,153
726,163
727,128
728,166
729,140
730,145
731,132
732,157
733,137
734,133
735,178
736,166
737,169
738,185
739,166
740,163
741,164
742,165
743,176
744,152
745,174
746,155
747,151
748,138
749,146
750,160
751,146
752,152
753,139
754,163
755,244
756,134
757,171
758,148
759,135
760,152
761,154
762,153
763,159
764,147
765,159
766,161
767,165
768,168
769,151
770,165
771,160
772,132
773,158
774,150
775,162
776,158
777,127
778,166
779,161
780,164
781,142
782,146
783,153
784,166
785,161
786,161
787,166
788,132
789,151
790,145
791,134
792,166
793,157
794,161
795,152
796,166
797,134
798,147
799,152
800,148
801,167
802,152
803,139
804,142
805,138
806,160
807,167
808,145
809,152
810,143
811,172
812,169
813,161
814,140
815,158
816,144
817,170
818,162
819,116
820,152
821,146
822,155
823,169
824,149
825,227
826,159
827,159
828,163
829,127
830,159
831,151
832,157
833,153
834,141
835,141
836,150
837,160
838,153
839,141
840,164
841,151
842,149
843,177
844,158
845,180
846,158
847,136
848,165
849,177
850,152
851,171
852,144
853,140
854,147
855,159
856,242
857,144
858,160
859,148
860,151
861,111
862,138
863,157
864,144
865,145
866,170
867,156
868,142
869,140
870,162
871,149
872,154
873,141
874,137
875,158
876,137
877,166
878,138
879,158
880,168
881,146
882,163
883,149
884,132
885,125
886,134
887,131
888,163
889,163
890,137
891,148
892,140
893,155
894,137
895,165
896,160
897,167
898,147
899,129
900,140
901,151
902,182
903,132
904,149
905,170
906,136
907,152
908,144
909,161
910,150
911,163
912,138
913,150
914,167
915,161
916,151
917,147
918,156
919,152
920,160
921,172
922,131
923,145
924,163
925,174
926,142
927,165
928,232
929,148
930,166
931,138
932,156
933,146
934,166
935,140
936,155
937,127
938,154
939,163
940,151
941,139
942,151
943,143
944,150
945,157
946,166
947,155
948,154
949,166
950,139
951,155
952,137
953,152
954,140
955,127
956,139
957,233
958,137
959,179
960,136
961,161
962,150
963,148
964,142
965,156
966,154
967,128
